ROWS	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
ind	2.97834	1.52513	1.90870	1.86231	1.63179	1.50910	2.12703	1.67224	1.83918	1.59490	2.11447	1.91654	2.24634	1.82655	2.15383	2.61233	3.48478	2.62378	2.39081	3.01661	4.84157	8.23904	14.56193	19.97665	29.54386	47.96160	68.82150	88.90454	94.09307	80.25610	46.80634	26.81600	15.08231	5.67067	6.16027	4.90499	3.74401	3.66312	3.75043	3.78006	5.78493	3.59192	3.55105	3.20336	3.41341	3.64150	3.49756	2.20141	1.68140	2.91957	2.21497	2.51555	3.47840	3.03511	3.74742	3.41244	2.86888	2.68810	2.85337	6.43945	2.55536	3.71094	3.84004	3.37958	5.05357	4.16754	4.94235	11.29347	16.10447	28.10830	43.88554	61.01425	80.63737	91.72222	77.03828	51.34092	26.76547	9.21349	4.61054	2.90428	2.32389	2.05521	2.30389	1.95020	1.89712	2.15977	1.85624	1.48959	1.65329	1.80052	1.57636	1.74123	1.60887	1.48098	1.63643	1.34330	1.47646	1.58625	1.44436	1.89008
